trainer_id,name,"Total Parent 
Response Rate %",Total Teacher Response Rate %,Total Student Response Rate %,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score,domain
84K758,BROOKLYN URBAN GARDEN CHARTER SCHOOL,54,71,74.0,3.79,3.44,3.28,,3.88,3.26,Unknown
84K759,CANARSIE ASCEND CHARTER SCHOOL,54,99,100.0,3.62,3.59,4.14,,4.18,3.95,Unknown
84K766,THE INTERNATIONAL CHARTER SCHOOL OF NEW YORK,81,94,,3.13,2.72,2.45,,4.0,3.42,Unknown
84K769,HYDE LEADERSHIP CHARTER SCHOOL- BROOKLYN,76,82,98.0,3.26,3.14,3.12,,4.09,3.97,Unknown
84K772,SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST - NEW YORK 3,39,60,,4.38,3.99,4.38,,4.18,3.86,Unknown
84K774,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,17,0,0.0,,,,,,,Unknown
84K775,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,31,77,31.0,3.3,3.17,3.47,,3.95,3.08,Unknown
84K777,OCEAN HILL COLLEGIATE CHARTER SCHOOL,27,48,83.0,3.54,3.63,3.69,,3.91,3.32,Unknown
84K780,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,15,3,0.0,,,,,,,Unknown
84K781,SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH - NEW YORK 4,22,17,,,,,,,,Unknown
84K782,BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,90,100,94.0,3.87,3.86,3.28,,3.91,3.21,Unknown
84K784,ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL,29,13,,,,,,,,Unknown
84K785,IMAGINE ME LEADERSHIP CHARTER SCHOOL,48,95,,4.33,4.65,3.89,,4.09,4.21,Unknown
84K788,ACHIEVEMENT FIRST LINDEN ELEMENTARY SCHOOL,27,82,,3.27,3.53,3.11,,4.46,3.93,Unknown
84K789,COMPASS CHARTER SCHOOL,54,89,,3.09,2.4,2.93,,4.0,2.85,Unknown
84K790,CENTRAL BROOKLYN ASCEND CHARTER SCHOOL,60,98,,2.35,2.24,2.54,,3.72,4.04,Unknown
84K791,BROOKLYN DREAMS CHARTER SCHOOL,15,2,2.0,,,,,,,Unknown
84K792,THE CULTURAL ARTS ACADEMY AT SPRING CREEK CHARTER SCHOOL,100,100,,3.54,3.35,2.91,,4.28,3.89,Unknown
84K793,BUSHWICK ASCEND CHARTER SCHOOL,65,79,86.0,3.58,3.55,3.38,,3.91,3.93,Unknown
84K803,BROOKLYN LAB CHARTER SCHOOL,14,72,65.0,2.57,2.57,2.72,,3.39,2.96,Unknown
84K807,COLLEGIATE ACADEMY FOR MATH AND PERSONAL AWARENESS CHARTER SCHOOL,14,42,0.0,4.72,3.93,3.89,,,,Unknown
84K879,BROOKLYN PROSPECT CHARTER SCHOOL DOWNTOWN,47,69,75.0,3.97,4.29,3.83,,4.09,4.22,Unknown
84K882,SUCCESS ACADEMY CHARTER SCHOOL - BUSHWICK,19,0,,,,,,,,Unknown
84K886,SUCCESS ACADEMY CHARTER SCHOOL - FLATBUSH,12,0,,,,,,,,Unknown
84K892,BROOKLYN EMERGING LEADERS ACADEMY,84,95,80.0,4.12,4.22,4.15,,4.61,4.28,Unknown
84K895,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL 2,60,92,,3.23,2.46,2.32,,3.72,3.02,Unknown
84K910,CYPRESS HILLS ASCEND CHARTER SCHOOL,36,77,,2.83,3.56,4.09,,3.72,3.32,Unknown
84K911,BROOKLYN LABORATORY CHARTER HIGH SCHOOL,33,60,60.0,3.06,3.0,3.51,,3.66,3.07,Unknown
84M065,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,43,90,85.0,2.94,2.17,2.75,,3.39,2.47,Unknown
84M068,KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,37,42,82.0,3.89,3.84,3.87,,4.37,3.94,Unknown
84M080,MANHATTAN CHARTER SCHOOL II,57,100,,3.58,2.99,3.65,,3.91,3.31,Unknown
84M085,GLOBAL COMMUNITY CHARTER SCHOOL,85,86,,4.04,4.13,3.61,,4.37,3.93,Unknown
84M100,NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,1,0,0.0,,,,,,,Unknown
84M168,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,13,100,0.0,3.79,3.06,2.63,,3.63,2.62,Unknown
84M174,SUCCESS ACADEMY UNION SQUARE (MANHATTAN 1),2,0,0.0,,,,,,,Unknown
84M186,HARLEM HEBREW LANGUAGE CHARTER SCHOOL,57,78,88.0,2.57,2.35,2.57,,3.44,2.85,Unknown
84M202,GREAT OAKS CHARTER SCHOOL,36,52,63.0,2.77,2.42,2.7,,3.51,2.97,Unknown
84M204,CAPITAL PREPARATORY (CP) HARLEM CHARTER SCHOOL,19,28,55.0,,,,,,,Unknown
84M263,NEW YORK CITY CHARTER SCHOOL OF THE ARTS,23,0,91.0,,,,,,,Unknown
84M265,SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHTS - NEW YORK 1,23,64,,3.35,3.15,4.21,,4.09,2.98,Unknown
84M279,THE OPPORTUNITY CHARTER SCHOOL,32,73,87.0,2.46,2.83,2.12,,2.93,2.74,Unknown
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER SCHOOL,41,72,89.0,2.96,3.14,3.05,,3.22,3.28,Unknown
84M295,SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL,53,97,92.0,3.13,3.55,4.28,,4.25,3.89,Unknown
84M320,MANHATTAN CHARTER SCHOOL,88,95,,3.85,3.81,3.65,,4.0,4.4,Unknown
84M329,HARLEM LINK CHARTER SCHOOL,67,63,,4.05,4.01,3.89,,4.55,4.42,Unknown
84M330,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,36,90,75.0,3.01,3.33,2.96,,3.91,2.54,Unknown
84M335,HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,21,95,77.0,2.0,1.95,2.41,,3.81,2.51,Unknown
84M336,KIPP INFINITY CHARTER SCHOOL,38,87,88.0,3.58,3.35,3.94,,4.0,3.84,Unknown
84M337,NEW YORK CENTER FOR AUTISM CHARTER SCHOOL,94,100,,4.72,4.96,3.38,,4.99,4.9,Unknown
84M338,WHIN MUSIC COMMUNITY,57,96,,2.28,1.15,2.05,,3.91,2.06,Unknown
84M341,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,54,61,81.0,2.99,3.32,2.68,,3.35,3.38,Unknown
84M350,DEMOCRACY PREP CHARTER SCHOOL,63,95,86.0,2.98,2.94,3.05,,3.23,2.57,Unknown
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,1,0,0.0,,,,,,,Unknown
84M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,83,88,90.0,3.79,3.83,3.76,,4.32,3.89,Unknown
84M357,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 6,27,64,,3.99,3.92,4.57,,4.64,3.38,Unknown
84M373,ZETA CHARTER SCHOOLS   NEW YORK CITY 1,52,0,,,,,,,,Unknown
84M382,DREAM CHARTER SCHOOL,75,97,82.0,2.66,2.44,3.06,,4.04,3.08,Unknown
84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,9,20,1.0,,,,,,,Unknown
84M385,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,6,1,0.0,,,,,,,Unknown
84M386,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 4,14,60,,3.65,3.27,4.47,,3.44,3.59,Unknown
84M388,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,91,88,99.0,4.52,4.4,4.68,,3.95,4.56,Unknown
84M430,THE EQUITY PROJECT CHARTER SCHOOL (TEP),100,99,97.0,4.0,4.09,4.37,,4.46,4.31,Unknown
84M433,RENAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION,75,98,87.0,2.83,2.37,2.87,,2.3,2.88,Unknown
84M478,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,78,100,75.0,3.76,3.89,3.11,,3.71,4.2,Unknown
84M481,DEMOCRACY PREP HARLEM CHARTER SCHOOL,80,89,77.0,3.22,3.33,3.0,,3.79,2.99,Unknown
84M482,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 5,11,0,0.0,,,,,,,Unknown
84M483,NEW YORK FRENCH AMERICAN CHARTER SCHOOL,61,39,0.0,3.23,3.53,3.87,,3.53,3.16,Unknown
84M518,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,60,69,74.0,3.27,3.44,3.14,,3.81,3.64,Unknown
84M522,BROOME STREET ACADEMY CHARTER SCHOOL,14,82,36.0,2.51,2.51,3.19,,2.28,2.68,Unknown
84M523,SUCCESS ACADEMY CHARTER SCHOOL - UPPER WEST,19,0,0.0,,,,,,,Unknown
84M702,SISULU-WALKER CHARTER SCHOOL OF HARLEM,49,100,,4.3,4.24,3.97,,4.46,4.44,Unknown
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,61,84,96.0,3.56,3.87,3.43,,3.81,3.49,Unknown
84M705,AMBER CHARTER SCHOOL,89,88,,3.92,3.81,4.12,,4.18,3.87,Unknown
84M707,JOHN V. LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,47,79,50.0,3.91,4.04,4.26,,4.29,4.48,Unknown
84M708,HARLEM PREP CHARTER SCHOOL,82,83,86.0,3.52,3.29,3.26,,3.57,3.29,Unknown
84M709,HARLEM VILLAGE ACADEMY WEST CHARTER SCHOOL,64,96,91.0,1.42,1.74,2.5,,3.44,2.12,Unknown
84M726,KIPP STAR COLLEGE PREP CHARTER SCHOOL,31,44,94.0,3.54,3.58,3.59,,4.18,3.49,Unknown
84M861,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,52,100,100.0,3.84,3.75,3.43,,3.91,3.59,Unknown
84M888,HARLEM VILLAGE ACADEMY HS,56,100,87.0,2.76,2.8,2.38,,2.03,2.75,Unknown
84M999,KIPP NYC COLLEGE PREP,17,14,6.0,,,,,,,Unknown
84Q083,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,88,92,97.0,3.99,3.95,4.36,,3.33,4.13,Unknown
84Q170,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,74,69,,3.46,3.67,3.57,,4.28,3.68,Unknown
84Q298,MIDDLE VILLAGE PREP CHARTER SCHOOL,30,36,91.0,3.4,3.04,3.97,,3.07,3.62,Unknown
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,46,60,96.0,3.42,3.03,4.03,,3.25,3.65,Unknown
84Q320,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE IV,47,95,85.0,3.05,2.87,3.19,,3.43,2.92,Unknown
84Q321,GROWING UP GREEN CHARTER SCHOOL,65,99,93.0,3.68,3.56,3.51,,4.09,3.91,Unknown
84Q337,SUCCESS ACADEMY CHARTER SCHOOL - ROSEDALE - NEW YORK 5,2,0,,,,,,,,Unknown
84Q339,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD GARDENS - NEW YORK 6,3,0,,,,,,,,Unknown
84Q340,CHALLENGE PREPARATORY CHARTER SCHOOL,83,92,99.0,3.95,3.84,3.74,,3.44,3.43,Unknown
84Q341,RIVERTON STREET CHARTER SCHOOL,14,8,90.0,,,,,,,Unknown
84Q342,ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,53,56,,2.09,1.6,3.49,,4.09,2.25,Unknown
84Q359,ACADEMY OF THE CITY CHARTER SCHOOL,80,87,,4.03,4.19,4.31,,4.37,4.01,Unknown
84Q372,GROWING UP GREEN CHARTER SCHOOL II,74,93,,2.83,3.01,2.7,,4.09,3.73,Unknown
84Q373,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES IV,40,100,86.0,3.23,3.07,3.3,,4.0,3.45,Unknown
84Q374,SUCCESS ACADEMY CHARTER SCHOOL - SOUTH JAMAICA,7,0,,,,,,,,Unknown
84Q375,SUCCESS ACADEMY CHARTER SCHOOL - FAR ROCKAWAY,19,5,,,,,,,,Unknown
84Q380,FORTE PREPARATORY ACADEMY CHARTER SCHOOL,98,48,95.0,3.95,4.41,4.7,,4.5,4.55,Unknown
84Q385,ELM COMMUNITY CHARTER SCHOOL,92,92,,4.4,4.07,4.42,,4.28,4.55,Unknown
84Q386,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL 2,24,53,,2.75,2.11,2.66,,4.37,3.0,Unknown
84Q704,MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL,74,44,,3.72,3.98,3.98,,4.09,3.86,Unknown
84Q705,RENAISSANCE CHARTER SCHOOL,69,82,100.0,3.93,3.57,3.84,,4.11,3.85,Unknown
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,47,64,94.0,3.77,3.62,2.64,,3.91,3.37,Unknown
84R012,NEW VENTURES CHARTER SCHOOL,25,100,85.0,4.11,3.91,3.75,,2.6,4.18,Unknown
84R067,JOHN W. LAVELLE PREPARATORY CHARTER SCHOOL,81,100,94.0,4.61,4.47,3.85,,3.48,4.16,Unknown
84R070,LOIS AND RICHARD NICOTRA EARLY COLLEGE CHARTER SCHOOL,78,100,99.0,3.52,3.54,2.79,,2.93,3.18,Unknown
84R073,NEW WORLD PREPARATORY CHARTER SCHOOL,81,100,100.0,3.29,3.12,2.96,,3.51,3.01,Unknown
84X124,CHILDREN'S AID COLLEGE PREP CHARTER SCHOOL,74,91,90.0,3.87,3.96,3.55,,3.72,3.52,Unknown
84X165,GRAND CONCOURSE CHARTER SCHOOL,92,100,99.0,3.76,3.52,3.98,,3.63,3.65,Unknown
84X177,MOTT HALL CHARTER SCHOOL,87,88,100.0,3.72,3.7,3.86,,3.66,3.72,Unknown
84X185,BRONX LIGHTHOUSE CHARTER SCHOOL,77,92,83.0,2.92,2.51,3.33,,3.1,2.68,Unknown
84X200,NEW VISIONS A.I.M. CHARTER HIGH SCHOOL II,34,100,67.0,3.32,2.42,3.02,,1.25,2.57,Unknown
84X202,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE II,62,93,95.0,3.85,3.85,3.8,,3.22,3.82,Unknown
84X208,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES II,16,67,96.0,3.24,3.25,3.06,,3.93,3.23,Unknown
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,85,70,34.0,3.75,3.19,3.36,,2.81,3.27,Unknown
84X256,HEKETI COMMUNITY CHARTER SCHOOL,59,55,,3.77,3.84,3.61,,4.46,3.92,Unknown
84X309,SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTURES AND THE ARTS,72,100,100.0,3.71,3.59,4.32,,3.44,3.43,Unknown
84X345,HYDE LEADERSHIP CHARTER SCHOOL,69,90,86.0,3.71,3.42,3.34,,4.0,3.69,Unknown
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,100,79,100.0,3.04,3.08,3.1,,3.91,3.21,Unknown
84X364,SOUTH BRONX CLASSICAL CHARTER SCHOOL II,83,94,100.0,3.22,3.43,4.35,,4.0,3.94,Unknown
84X380,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 3,15,0,0.0,,,,,,,Unknown
84X387,BRILLA COLLEGE PREP CHARTER SCHOOL,97,95,95.0,3.56,3.79,3.62,,4.46,4.06,Unknown
84X389,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER SCHOOL,56,42,99.0,3.26,3.5,3.41,,2.89,2.61,Unknown
84X393,UNIVERSITY PREP CHARTER HIGH SCHOOL,32,89,93.0,3.54,3.71,3.88,,3.86,3.73,Unknown
84X394,MOTT HAVEN ACADEMY CHARTER SCHOOL,90,93,100.0,3.75,3.96,3.7,,4.55,4.0,Unknown
84X395,"NYC CHARTER HIGH SCHOOL FOR ARCHITECTURE, ENGINEERING AND CONSTRUCTION INDUSTRIES (AECI)",98,95,99.0,3.73,3.99,3.91,,4.47,4.01,Unknown
84X398,BRONX COMMUNITY CHARTER SCHOOL,77,95,98.0,3.7,3.5,3.43,,4.37,3.99,Unknown
84X407,BRONX CHARTER SCHOOL FOR CHILDREN,58,52,,3.46,3.71,3.95,,3.91,3.78,Unknown
84X419,BRONX ACADEMY OF PROMISE CHARTER SCHOOL,100,100,54.0,4.36,4.42,4.12,,4.46,4.17,Unknown
84X422,ICAHN CHARTER SCHOOL 3,2,0,0.0,,,,,,,Unknown
84X429,CHARTER HIGH SCHOOL FOR LAW AND SOCIAL JUSTICE,8,80,79.0,2.87,2.17,2.68,,1.0,2.19,Unknown
84X460,ATMOSPHERE CHARTER SCHOOL,74,80,95.0,3.75,3.95,3.91,,4.12,3.72,Unknown
84X461,METROPOLITAN LIGHTHOUSE CHARTER SCHOOL,68,94,98.0,3.19,2.51,3.08,,3.71,3.32,Unknown
84X464,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4 - NEW YORK 2,24,72,,3.91,3.61,3.79,,4.18,3.63,Unknown
84X465,BOYS PREPARATORY CHARTER SCHOOL OF NEW YORK,53,52,,2.91,3.52,3.43,,4.46,3.72,Unknown
84X471,AMERICAN DREAM CHARTER SCHOOL,84,96,89.0,4.45,4.16,4.23,,4.63,4.36,Unknown
84X472,FAMILY LIFE ACADEMY CHARTER SCHOOL III,0,85,,4.16,4.13,4.13,,,,Unknown
84X482,DR. RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,100,100,100.0,3.81,3.92,3.97,,4.4,4.14,Unknown
84X484,BRONX CHARTER SCHOOL FOR BETTER LEARNING II,69,75,,3.66,3.71,3.91,,4.28,3.54,Unknown
84X486,ROSALYN YALOW CHARTER SCHOOL,70,93,,3.6,3.78,3.97,,3.81,3.72,Unknown
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,62,93,93.0,3.02,3.21,2.78,,3.63,3.07,Unknown
84X488,THE EQUALITY CHARTER SCHOOL,62,79,93.0,3.56,3.82,3.19,,3.55,3.55,Unknown
84X489,SOUTH BRONX CLASSICAL CHARTER SCHOOL III,69,60,,3.83,3.82,4.3,,4.0,3.92,Unknown
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,94,96,98.0,3.56,3.47,4.08,,3.72,3.61,Unknown
84X492,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,93,94,97.0,4.36,4.52,3.55,,3.81,3.75,Unknown
84X493,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,2,64,0.0,4.07,3.5,4.76,,3.53,2.81,Unknown
84X494,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2,43,0,0.0,,,,,,,Unknown
84X496,ICAHN CHARTER SCHOOL 4,2,0,0.0,,,,,,,Unknown
84X497,STOREFRONT ACADEMY CHARTER SCHOOL,55,90,,4.08,3.88,3.86,,4.28,4.08,Unknown
84X539,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE,81,88,86.0,3.5,3.61,3.78,,3.16,3.58,Unknown
84X553,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES,92,90,96.0,3.57,4.09,3.28,,4.02,3.5,Unknown
84X554,NEW YORK CITY MONTESSORI CHARTER SCHOOL,21,78,,4.43,4.09,4.55,,4.09,3.78,Unknown
84X579,BRONX CHARTER SCHOOL FOR EXCELLENCE II,100,91,,3.94,2.96,3.33,,3.35,4.17,Unknown
84X581,SOUTH BRONX COMMUNITY CHARTER SCHOOL,35,88,69.0,3.35,3.06,3.0,,4.13,3.39,Unknown
84X585,LEGACY COLLEGE PREPARATORY,84,90,83.0,2.63,2.85,2.85,,3.64,2.51,Unknown
84X586,BRILLA VERITAS CHARTER SCHOOL,99,100,,4.39,4.54,4.48,,4.73,4.5,Unknown
84X587,NEW YORK CENTER FOR AUTISM CHARTER SCHOOL BRONX,95,100,,4.47,4.92,3.84,,4.83,4.92,Unknown
84X588,SOUTH BRONX CLASSICAL CHARTER SCHOOL  IV,65,78,,3.17,3.48,3.98,,4.28,3.94,Unknown
84X589,BRONX CHARTER SCHOOL FOR EXCELLENCE 3,70,24,,,,,,3.44,4.3,Unknown
84X592,AMBER CHARTER SCHOOL II,98,100,,3.9,3.74,3.28,,4.37,3.68,Unknown
84X597,THE URBAN ASSEMBLY CHARTER SCHOOL FOR COMPUTER SCIENCE,66,100,85.0,,,,,,,Unknown
84X598,KIPP FREEDOM CHARTER SCHOOL,46,71,,,,,,,,Unknown
84X606,EMBLAZE ACADEMY CHARTER SCHOOL,47,91,,3.95,4.47,4.58,,4.02,4.21,Unknown
84X608,BRONX CHARTER SCHOOL FOR EXCELLENCE 4,89,100,,,,,,,,Unknown
84X609,ZETA CHARTER SCHOOLS - NEW YORK CITY 2,95,0,,,,,,,,Unknown
84X610,URBAN DOVE TEAM CHARTER SCHOOL II,79,88,62.0,3.87,3.89,3.72,,4.87,4.61,Unknown
84X703,BRONX PREPARATORY CHARTER SCHOOL,57,95,79.0,3.5,3.08,3.51,,2.93,2.76,Unknown
84X704,KIPP ACADEMY CHARTER SCHOOL,24,46,65.0,3.01,2.56,3.84,,3.91,3.17,Unknown
84X706,HARRIET TUBMAN CHARTER SCHOOL,82,87,87.0,4.25,4.17,4.11,,4.18,3.96,Unknown
84X718,BRONX CHARTER SCHOOL FOR BETTER LEARNING,88,84,,4.1,4.25,4.27,,4.64,4.23,Unknown
84X730,BRONX CHARTER SCHOOL FOR THE ARTS,68,91,52.0,2.37,2.25,2.56,,4.0,3.19,Unknown
